id,review_scores_rating,number_of_reviews,name,description,neighborhood_overview,host_since,host_response_time,host_response_rate,latitude,longitude,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,distance_km
1366629603918651575,,0,Möbiliertes Zimmer,Relax in this special and quiet space.,,2021-08-29,a few days or more,10%,48.10854,11.63105,1.0,1.0,1.0,27.0,1,365,5.2271066037694665
1366712082218264845,,0,Train Airport Connection Munich,Bring the whole family to this great place with lots of room for fun. Near the S2 connection to the city center and to the airport.,,2020-05-18,a few days or more,0%,48.2225346,11.5249004,1.0,1.0,1.0,135.0,1,365,10.183331095165197
1368114049770000206,5.0,2,Schöne große ruhige Wohnung mitten in Schwabing,"Enjoy your stay in this quiet accommodation in the heart of Schwabing. The English Garden and Olympic Park can be reached on foot in 10 to 15 minutes.<br /><br />Bright rooms + work area, kitchen-living room, separate bathroom and WC. The apartment has a large 10 sqm balcony facing the inner courtyard, which turns into a green oasis in summer. The apartment is located in a very quiet street (any time of day/ night).<br /><br />By subway 7 minutes to Marienplatz (U3) and 6 minutes to the central station (U2).",,2013-10-12,within a day,100%,48.1680904808936,11.578527276759514,1.0,1.0,2.0,250.0,5,730,3.4226638047542606
1368123416861054676,5.0,1,Haus mit Garten,I live in this house - we will live together. But everyone has their own area.  There is a large terrace and a large garden. <br /><br />You can cook yourself or we will cook together. <br /><br />It is a non-smoking house and I look forward to welcoming international and German guests.,,2012-08-26,a few days or more,0%,48.1301485,11.4710908,1.0,1.0,1.0,32.0,1,365,7.785296283930487
1368566608150384414,5.0,29,"Lumen Homes - Old town residence, in the centre","Welcome to Lumen Homes & this luxurious flat that offers you everything you need for a great stay in Munich:<br />→ Within walking distance (3 min) of Marienplatz<br />→ Right in the centre<br />→ 5 rooms on 114 m²<br />→ 3 bedrooms with box-spring double beds<br />→ Living room with sofa bed for 7th & 8th guest<br />→ Dining room and kitchen with top equipment<br />→ Smart TV<br />→ Bathroom, separate WC<br />→ Washing machine<br />→ Stylish furnishings<br />→ Public car park around the corner<br /><br />☆☆We are top hosts with great reviews ☆☆","You live right in the centre within the Altstadtring, which runs around Munich's old town. The flat is located in a mixed area with shops and restaurants, but the street is quiet, which guarantees you a peaceful and undisturbed night's sleep. Nearby you will find restaurants, bars, high-quality shopping & shops for your daily needs, so you have everything you need for a great stay in Munich. <br /><br />Marienplatz - the absolute centre of Munich - is just a few minutes' walk away. There you also have access to the Munich underground network.",2012-05-04,within an hour,100%,48.1358986,11.5828041,1.5,3.0,4.0,913.0,1,365,0.5708725583383575
1368807227733845567,5.0,4,#2 - Munich -  private room w. balcony / long stay,"Welcome to your new temporary home!<br /><br />The bright 14 sqm private room on the 1st floor of a new semi-detached house offers you a cozy retreat with balcony and garden view.<br />Thanks to fiber optic internet, you can easily stay online and work remotely. <br /><br />If you travel by car, there is a parking space with charging station (according to consumption) available for a fee of €5/ day.<br /><br />The common areas including 4 bathrooms are shared with other flatmates.",,2016-07-06,within an hour,100%,48.20219,11.58298,2.5,1.0,1.0,67.0,5,365,7.228347512313531
1369392018492551449,4.75,8,City-Suite,"This apartment is located in the middle of the Glockenbachviertel, absolutely central yet quiet, as the rooms face the courtyard. Right at your doorstep are numerous restaurants, trendy bars, cafes and various boutiques.  You can explore many sights and museums on foot. Within walking distance you can get to the Gärtnerplatz Theater, the Viktualienmarkt, Marienplatz and the pedestrian zone etc. Enjoy city life or simply relax directly on the banks of the Isar.",,2025-03-03,within a few hours,100%,48.12759367191742,11.573292471266834,1.0,2.0,2.0,360.0,90,90,1.0996443623029921
1369408484433651780,4.96,24,Penthouse mit Dachterrassen,"Welcome to our light-flooded gallery apartment in the heart of Munich, which we furnished with a lot of love for detail.<br /><br />The gallery apartment convinces with its special atmosphere as well as spacious terraces and offers you everything you needed for a pleasant stay.<br /><br />Due to the location in the center of Munich, you can experience the Glockenbachviertel, the colorful hustle and bustle at the Viktualienmarkt, Oktoberfest, as well as Marienplatz up close in just a few minutes' walk.",,2023-03-02,within an hour,100%,48.129878122904586,11.559768989682198,1.0,1.0,1.0,251.0,2,250,1.4309840505746938
1369485378760546493,5.0,7,"2 big rooms, excellent location","We are renting out two large rooms with parquet flooring and high ceilings in our beautiful apartment in a renovated 1905  building. The neighbourhood is calm, central, with cafes, restaurants, parks, shops, a public swimming pool, a small cinema in walking distance. My goddaughter lives in one of the other rooms and would be your only flatmate. One room features a queen size bed and a large wooden desk, the other room has a convertible queen size sofa, a big glass desk, and a grand piano.",,2014-07-26,within a few hours,100%,48.15925,11.57121,1.5,2.0,2.0,142.0,3,90,2.452108239403212
1369666459400403697,,0,Nice bright modern apartment near Rotkreuzplatz,"This special place is close to everything right in the heart of Neuhausen. It's only a short 5 Min walk to the next metro station Rotkreuzplatz (U1) where you have lots of shops and cafes and restaurants.<br /><br />The apartment is on the second floor with balcony and has a fully equipped kitchen with everything you need to cook for you at home.<br /><br />The bathroom is small but has everything you need (bathtub, shower, washing machine)<br /><br />Kingbed (1.80x2m) Surround System, Couches..",,2024-11-11,within a day,70%,48.1553,11.53518,1.0,1.0,1.0,267.0,7,364,3.5905690477371173
1369774169993519041,4.67,21,Munich-messe-centrum-oktoberfest,"This accommodation<br />From this centrally located accommodation, you can reach all of Munich's main sights in no time at all. Perfect for 4 people - a spacious and comfortable room.<br /><br />✅ Free WiFi<br />✅ Washing machine available on request<br />✅ Only a 4-minute walk to the subway<br /><br />✅ Kettle & romantic LED night lighting in the room<br /><br />🛏 2 beds (with additional bed for up to 4 people)<br />🚿 2 shared bathrooms<br />🔑 24/7 check-in with key box possible",,2021-01-26,within an hour,100%,48.1170404,11.6271974,1.0,1.0,2.0,118.0,1,720,4.457859055628672
1370127157425911132,,0,Moderne Stadtwohnung,"From this centrally located home, you'll be in all the important places in no time.",,2020-07-07,a few days or more,0%,48.14711,11.47015,2.0,1.0,1.0,135.0,7,90,7.886780732850415
1370254879321599475,5.0,3,Helle Wohnung im Herzen von Neuhausen/Nymphenburg,"We rent our beautiful, bright apartment in the heart of Neuhausen, with a wood-burning stove, in the immediate vicinity of the bus, tram and U-Bahn as well as numerous cafes, restaurants and shopping.<br /><br />The apartment is fully equipped with all kitchen utensils, high-speed Wi-Fi, a 4k projector in the living room as well as underfloor heating in the bathroom and a king-size bed in the living room.",,2013-01-20,,,48.15300767084847,11.53788659734544,1.0,1.0,1.0,129.0,18,29,3.2836531364055412
1370377414019399198,4.88,8,Ruhiger Altbau nahe Zentrum,"It's a small and pretty apartment in a 1909 house. A large room that is at the same time a living room and bedroom. Fully equipped kitchen. Bathroom with bathtub. Metro station 100 m away. Tram. Cheap restaurants, 1. Mc Donald's Germany, cheap supermarket (Norma), REWE, organic market, bakery, hairdresser...  indoor swimming pool. You can experience the richness of Munich - and relax on walks in nature. I would be happy to give you tips on culture, shopping, sports",,2015-10-17,within a day,60%,48.10585607934045,11.57512348539963,1.0,1.0,1.0,234.0,1,365,3.505245719230945
1370386709957638765,,0,Helle geräumige Altbauwohnung,"The bright 2-room old building apartment is in a nice, quiet neighborhood, just a 10-minute walk to the English Garden. It is very bright, spacious and has a small north balcony. The U-Bahn is 3 minutes away and provides a good connection to the city center such as Marienplatz & Sendlinger Tor (12 minutes) <br /><br />Baby equipment optionally available.<br /><br />No pets of any kind allowed.",,2015-04-27,,,48.17297410032405,11.597852221777206,1.0,1.0,1.0,101.0,15,31,4.29307094893966
1370563750190568826,4.86,7,"Messezimmer, zentral gelegen, 1a Verkehrsanbindung","Centrally located, excellent transport connections (subway, urban train, car).<br />Workplace and fast Internet (Wifi). Comfortable bed, choice of pillows (hypoallergenic).<br />Numerous restaurants, bakeries, snack bars in the immediate vicinity.<br /><br />Enjoy a smooth, hotel-grade stay. Relax and fully focus on your trip's purpose.",,2019-06-04,within an hour,100%,48.1216,11.54007,1.0,1.0,2.0,84.0,1,12,3.157277106223749
1370895784469570338,4.98,40,Freshly renovated apartment in a prime location!,"This stylish, newly renovated 65 ㎡ open-space apartment is in the heart of Munich’s city center, just a short walk from Odeonsplatz, top attractions, museums, and the Englischer Garten. Located in the vibrant Maxvorstadt district, it’s surrounded by bars, restaurants, shops, and universities. Despite its central location, the peaceful ground-floor unit offers a restful retreat. Perfect for exploring Munich!","Maxvorstadt is a lively, cultural hotspot in the heart of Munich. The district is characterised by its proximity to the English Garden and the pedestrian zone. Highlights include the impressive Pinakothek art galleries, the Lenbachhaus and numerous exciting museums. The Ludwig Maximilian University and the many galleries make the neighbourhood particularly creative and dynamic. Life pulsates in the cosy bars, cafés and restaurants around Türkenstraße - this is where the Munich scene meets. Maxvorstadt is the perfect place for art lovers, nature lovers and foodies.",2025-03-06,within an hour,100%,48.149263,11.577085,1.0,1.0,2.0,412.0,2,1125,1.327101147231525
1371668502957008071,5.0,5,3Zimmer-Wohnung Nähe Olympiapark,"This bright and spacious 3-room apartment is located in a quiet garden settlement in the Kolonie Lerchenau district, about 2 km north of the Olympic Park. The apartment is located on the first floor of a well-kept three party house with a large garden and offers a pleasant, relaxed atmosphere.<br /><br />This apartment is ideal for couples, families or business travelers looking for a comfortable and quiet accommodation with good connections.",,2017-05-27,within a day,70%,48.1960211,11.5529919,1.0,2.0,2.0,225.0,3,365,6.729854036751406
1371832046950566983,4.94,17,Schickes Appartment in der Au,"Enjoy a stylish experience at this centrally-located place in the Au. The city center, the Glockenbachviertel and most of the city's sights are within walking distance.<br />The transport connection by subway and several buses is almost perfect. The Au also impresses with its diverse restaurants, bars and shopping.",,2024-04-30,within a few hours,100%,48.1211,11.57627,1.0,1.0,2.0,311.0,3,90,1.8111749364920846
1372666553280041158,,0,Wohnung im Glockenbachviertel,"Cute two-room apartment in the heart of Munich. The apartment has one bedroom where 2 people can sleep. In the living room there is a large, extendable couch on which 1-2 people can sleep (only on request). The kitchen is equipped with everything you could possibly need, unfortunately without a dishwasher. There is also a small but nice bathroom with a rain shower and a washing machine.",,2016-07-16,within a few hours,100%,48.13142,11.56439,1.0,1.0,2.0,345.0,2,7,1.0541279839173476
1373038098910228199,5.0,12,"Spacious, elegant city oasis for female travelers","Welcome to your beautiful guest room in a large and elegant Munich apartment. I offer a sunny, large, quiet, and beautiful guest room for respectful, mature female travelers who appreciate a peaceful and clean environment. Make yourself at home!<br /><br />+Central location<br />+WiFi<br />+Large desk<br />+TV with Fire-TV-Stick (TV, Netflix)<br />+Teakettle+tea selection<br />+Sofa<br />+Comfy bed ;)<br />+Linen+towels<br />+Storage for clothes",,2013-01-23,within an hour,100%,48.17040036611274,11.58573747711892,1.5,1.0,1.0,72.0,3,30,3.7504801311770977
